data/problem_11.csv,344.9,367.44180000000000000000
data/small_example.csv,8,364.05965000000000000000
data/problem_6.csv,1227,377.89230000000000000000
data/problem_5.csv,1321,376.02205000000000000000
data/problem_4.csv,1663,368.07160000000000000000
data/problem_12.csv,305,367.41320000000000000000
data/problem_3.csv,1709.2,379.02485000000000000000
data/problem_10.csv,364,369.67845000000000000000
data/problem_2.csv,1986,377.18695000000000000000
data/problem_7.csv,672.7,368.66440000000000000000
data/problem_1.csv,1973.6,382.94045000000000000000
data/problem_9.csv,438.3,370.77450000000000000000
data/problem_8.csv,606,366.00210000000000000000
