data/problem_11.csv,344.9,528.71040000000000000000
data/small_example.csv,8,519.45835000000000000000
data/problem_6.csv,1223,1106.81345000000000000000
data/problem_5.csv,1321,1052.02645000000000000000
data/problem_4.csv,1662,2810.20500000000000000000
data/problem_12.csv,305,528.53800000000000000000
data/problem_3.csv,1695,2296.23250000000000000000
data/problem_10.csv,364,534.81250000000000000000
data/problem_2.csv,1973,5646.08950000000000000000
data/problem_7.csv,672.7,597.88325000000000000000
data/problem_1.csv,1942.3,5203.84000000000000000000
data/problem_9.csv,438.3,530.17550000000000000000
data/problem_8.csv,606,605.96215000000000000000
